mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	3/4	4/4	2	2	1/4	1/4	1		3	57	3
1	1	0	3/4	4/4	2	1	1/4	1/4	1		4	64	2
1	1	0	3/4	4/4	1	2	1/4	1/4	1		3	69	1
1	1	0	3/4	4/4	1	1	1/4	1/4	1		7	73	0
2	2	0	0	4/4	2	1	1/4	1/4	1		2	62	14
2	2	0	0	4/4	2	2	1/4	1/4	1		2	62	20
2	2	0	0	4/4	1	2	1/4	1/4	1		6	66	9
2	2	0	0	4/4	1	1	1/4	1/4	1		3	69	4
2	2	1/4	1/4	4/4	2	2	1/8	1/8	1		7	61	21
2	2	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	15
2	2	1/4	1/4	4/4	1	2	1/4	1/4	1		8	68	10
2	2	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	5
2	2	3/8	3/8	4/4	2	2	1/8	1/8	1		5	59	22
2	2	1/2	1/2	4/4	2	2	3/8	1/4	3/2		3	57	23
2	2	1/2	1/2	4/4	2	1	1/8	1/8	1		4	64	16
2	2	1/2	1/2	4/4	1	2	1/8	1/8	1		3	69	11
2	2	1/2	1/2	4/4	1	1	1/8	1/8	1		7	73	6
2	2	5/8	5/8	4/4	2	1	1/8	1/8	1		2	62	17
2	2	5/8	5/8	4/4	1	2	1/8	1/8	1		5	71	12
2	2	5/8	5/8	4/4	1	1	1/8	1/8	1		2	74	7
2	2	3/4	3/4	4/4	2	1	1/8	1/8	1		7	61	18
2	2	3/4	3/4	4/4	1	2	1/4	1/4	1		7	73	13
2	2	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76	8
2	2	7/8	7/8	4/4	2	2	1/8	1/8	1		1	55	24
2	2	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	19
3	3	0	0	4/4	2	2	1/4	1/4	1		6	54	38
3	3	0	0	4/4	2	1	1/4	1/4	1		3	57	34
3	3	0	0	4/4	1	2	1/4	1/4	1		7	73	29
3	3	0	0	4/4	1	1	1/2	1/2	1		2	74	25
3	3	1/4	1/4	4/4	2	2	1/8	1/8	1		8	56	39
3	3	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	35
3	3	1/4	1/4	4/4	1	2	1/8	1/8	1		5	71	30
3	3	3/8	3/8	4/4	2	2	1/8	1/8	1		6	54	40
3	3	3/8	3/8	4/4	1	2	1/8	1/8	1		3	69	31
3	3	1/2	1/2	4/4	2	2	1/4	1/4	1		11	53	41
3	3	1/2	1/2	4/4	2	1	1/4	1/4	1		7	61	36
3	3	1/2	1/2	4/4	1	2	1/4	1/4	1		8	68	32
3	3	1/2	1/2	4/4	1	1	1/4	1/4	1		7	73	26
3	3	3/4	3/4	4/4	2	2	1/4	1/4	1		6	54	42
3	3	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	37
3	3	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	33
3	3	3/4	3/4	4/4	1	1	1/8	1/8	1		7	73	27
3	3	7/8	7/8	4/4	1	1	1/8	1/8	1		2	74	28
4	4	0	0	4/4	2	2	1/8	1/8	1		7	49	56
4	4	0	0	4/4	2	1	1/4	1/4	1		3	57	52
4	4	0	0	4/4	1	2	1/4	1/4	1		4	64	48
4	4	0	0	4/4	1	1	1/4	1/4	1		4	76	43
4	4	1/8	1/8	4/4	2	2	1/8	1/8	1		5	47	57
4	4	1/4	1/4	4/4	2	2	1/8	1/8	1		7	49	58
4	4	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	53
4	4	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69	49
4	4	1/4	1/4	4/4	1	1	1/4	1/4	1		4	76	44
4	4	3/8	3/8	4/4	2	2	1/8	1/8	1		2	50	59
4	4	1/2	1/2	4/4	2	2	1/8	1/8	1		4	52	60
4	4	1/2	1/2	4/4	2	1	1/4	1/4	1		4	64	54
4	4	1/2	1/2	4/4	1	2	1/4	1/4	1		8	68	50
4	4	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	45
4	4	5/8	5/8	4/4	2	2	1/8	1/8	1		2	50	61
4	4	3/4	3/4	4/4	2	2	1/4	1/4	1		7	49	62
4	4	3/4	3/4	4/4	2	1	1/4	1/4	1		11	65	55
4	4	3/4	3/4	4/4	1	2	1/4	1/4	1		8	68	51
4	4	3/4	3/4	4/4	1	1	1/8	1/8	1		7	73	46
4	4	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71	47
5	5	0	0	4/4	2	2	1/4	1/4	1		6	54	76
5	5	0	0	4/4	2	1	1/4	1/4	1		7	61	72
5	5	0	0	4/4	1	2	1/8	1/8	1		8	68	66
5	5	0	0	4/4	1	1	1/2	1/2	1		3	69	63
5	5	1/8	1/8	4/4	1	2	1/8	1/8	1		6	66	67
5	5	1/4	1/4	4/4	2	2	1/4	1/4	1		5	47	77
5	5	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	73
5	5	1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	68
5	5	3/8	3/8	4/4	1	2	1/8	1/8	1		9	63	69
5	5	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	78
5	5	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	74
5	5	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	70
5	5	1/2	1/2	4/4	1	1	1/4	1/4	1		8	68	64
5	5	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	79
5	5	3/4	3/4	4/4	2	1	1/4	1/4	1		8	56	75
5	5	3/4	3/4	4/4	1	2	1/4	1/4	1		5	59	71
5	5	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64	65
6	6	0	0	4/4	2	2	1/4	1/4	1		7	49	99
6	6	0	0	4/4	2	1	1/4	1/4	1		3	57	95
6	6	0	0	4/4	1	2	1/4	1/4	1		4	64	87
6	6	0	0	4/4	1	1	1/4	1/4	1		3	69	80
6	6	1/4	1/4	4/4	2	2	1/4	1/4	1		5	47	100
6	6	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	96
6	6	1/4	1/4	4/4	1	2	1/8	1/8	1		6	66	88
6	6	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	81
6	6	3/8	3/8	4/4	1	2	1/8	1/8	1		8	68	89
6	6	1/2	1/2	4/4	2	2	1/4	1/4	1		3	45	101
6	6	1/2	1/2	4/4	2	1	1/4	1/4	1		4	64	97
6	6	1/2	1/2	4/4	1	2	1/8	1/8	1		3	69	90
6	6	1/2	1/2	4/4	1	1	1/8	1/8	1		7	73	82
6	6	5/8	5/8	4/4	1	2	1/16	1/16	1		5	71	91
6	6	5/8	5/8	4/4	1	1	1/16	1/16	1		2	74	83
6	6	11/16	11/16	4/4	1	2	1/16	1/16	1		7	73	92
6	6	11/16	11/16	4/4	1	1	1/16	1/16	1		4	76	84
6	6	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	102
6	6	3/4	3/4	4/4	2	1	1/4	1/4	1		6	66	98
6	6	3/4	3/4	4/4	1	2	1/8	1/8	1		5	71	93
6	6	3/4	3/4	4/4	1	1	1/8	1/8	1		2	74	85
6	6	7/8	7/8	4/4	1	2	1/8	1/8	1		3	69	94
6	6	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73	86
7	7	0	0	4/4	2	2	3/4	1/2	3/2		4	52	109
7	7	0	0	4/4	2	1	3/4	1/2	3/2		5	59	107
7	7	0	0	4/4	1	2	3/4	1/2	3/2		8	68	105
7	7	0	0	4/4	1	1	3/4	1/2	3/2		5	71	103
