mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	3/4	4/4	2	2	1/8	1/8	1		2	50		4
1	1	0	3/4	4/4	2	1	1/8	1/8	1		-1	53		2
1	1	0	3/4	4/4	1	2	1/4	1/4	1		3	57		1
1	1	0	3/4	4/4	1	1	1/4	1/4	1		2	62		0
1	1	1/8	7/8	4/4	2	2	1/8	1/8	1		4	52		5
1	1	1/8	7/8	4/4	2	1	1/8	1/8	1		1	55		3
2	2	0	0	4/4	2	2	1/8	1/8	1		-1	53		16
2	2	0	0	4/4	1	2	1/4	1/4	1		3	57		9
2	2	0	0	4/4	2	1	1/4	1/4	1		3	57		13
2	2	0	0	4/4	1	1	1/4	1/4	1		2	62		6
2	2	1/8	1/8	4/4	2	2	1/8	1/8	1		4	52		17
2	2	1/4	1/4	4/4	2	2	1/8	1/8	1		2	50		18
2	2	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57		14
2	2	1/4	1/4	4/4	1	1	1/4	1/4	1		4	64		7
2	2	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64		10
2	2	3/8	3/8	4/4	2	2	1/8	1/8	1		7	49		19
2	2	1/2	1/2	4/4	2	2	1/8	1/8	1		2	50		20
2	2	1/2	1/2	4/4	2	1	1/2	1/2	1		3	57		15
2	2	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64		11
2	2	1/2	1/2	4/4	1	1	1/2	1/2	1		-1	65		8
2	2	5/8	5/8	4/4	2	2	1/8	1/8	1		4	52		21
2	2	3/4	3/4	4/4	2	2	1/8	1/8	1		-1	53		22
2	2	3/4	3/4	4/4	1	2	1/4	1/4	1		2	62		12
2	2	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50		23
3	3	0	0	4/4	2	2	1/2	1/2	1		3	45		33
3	3	0	0	4/4	2	1	1/2	1/2	1		3	57		30
3	3	0	0	4/4	1	2	1/2	1/2	1		7	61		27
3	3	0	0	4/4	1	1	1/2	1/2	1		4	64		24
3	3	1/2	1/2	4/4	2	2	1/8	1/8	1		0	48		34
3	3	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57		31
3	3	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64		28
3	3	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69		25
3	3	5/8	5/8	4/4	2	2	1/8	1/8	1		5	47		35
3	3	3/4	3/4	4/4	2	2	1/8	1/8	1		3	45		36
3	3	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64		29
3	3	3/4	3/4	4/4	2	1	1/4	1/4	1		4	64		32
3	3	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71		26
3	3	7/8	7/8	4/4	2	2	1/8	1/8	1		8	44		37
4	4	0	0	4/4	2	2	1/8	1/8	1		3	45		52
4	4	0	0	4/4	2	1	1/4	1/4	1		4	64		46
4	4	0	0	4/4	1	2	1/4	1/4	1		3	69		42
4	4	0	0	4/4	1	1	1/4	1/4	1		0	72		38
4	4	1/8	1/8	4/4	2	2	1/8	1/8	1		0	48		53
4	4	1/4	1/4	4/4	2	2	1/8	1/8	1		-1	53		54
4	4	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62		47
4	4	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69		43
4	4	1/4	1/4	4/4	1	1	1/8	1/8	1		2	74		39
4	4	3/8	3/8	4/4	2	2	1/8	1/8	1		4	52		55
4	4	3/8	3/8	4/4	2	1	1/8	1/8	1		4	64		48
4	4	3/8	3/8	4/4	1	1	1/8	1/8	1		0	72		40
4	4	1/2	1/2	4/4	2	2	1/8	1/8	1		2	50		56
4	4	1/2	1/2	4/4	2	1	1/4	1/4	1		-1	65		49
4	4	1/2	1/2	4/4	1	2	1/4	1/4	1		3	69		44
4	4	1/2	1/2	4/4	1	1	1/2	1/2	1		5	71		41
4	4	5/8	5/8	4/4	2	2	1/8	1/8	1		5	47		57
4	4	3/4	3/4	4/4	2	2	1/4	1/4	1		4	52		58
4	4	3/4	3/4	4/4	2	1	1/8	1/8	1		4	64		50
4	4	3/4	3/4	4/4	1	2	1/4	1/4	1		8	68		45
4	4	7/8	7/8	4/4	2	1	1/8	1/8	1		2	62		51
5	5	0	0	4/4	2	2	1/2	1/2	1		3	45		65
5	5	0	0	4/4	2	1	1/2	1/2	1		0	60		63
5	5	0	0	4/4	1	2	1/2	1/2	1		4	64		61
