mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	4/4	2	2	1/8	1/8	1		0	48	17
1	1	0	0	4/4	2	1	1/4	1/4	1		0	60	12
1	1	0	0	4/4	1	2	1/8	1/8	1		4	64	4
1	1	0	0	4/4	1	1	1/4	1/4	1		1	67	0
1	1	1/8	1/8	4/4	2	2	1/8	1/8	1		2	50	18
1	1	1/8	1/8	4/4	1	2	1/8	1/8	1		-1	65	5
1	1	1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	19
1	1	1/4	1/4	4/4	2	1	1/4	1/4	1		0	60	13
1	1	1/4	1/4	4/4	1	2	1/8	1/8	1		1	67	6
1	1	1/4	1/4	4/4	1	1	1/4	1/4	1		1	67	1
1	1	3/8	3/8	4/4	2	2	1/8	1/8	1		0	48	20
1	1	3/8	3/8	4/4	1	2	1/8	1/8	1	1	4	64	7
1	1	1/2	1/2	4/4	2	2	3/8	1/4	3/2		-1	53	21
1	1	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	14
1	1	1/2	1/2	4/4	1	2	1/8	1/8	1	-1	4	64	8
1	1	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	2
1	1	5/8	5/8	4/4	1	2	1/8	1/8	1	1	2	62	9
1	1	3/4	3/4	4/4	2	1	1/8	1/8	1		5	59	15
1	1	3/4	3/4	4/4	1	2	1/8	1/8	1	-1	2	62	10
1	1	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	3
1	1	7/8	7/8	4/4	2	2	1/8	1/8	1		4	52	22
1	1	7/8	7/8	4/4	2	1	1/8	1/8	1		0	60	16
1	1	7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	11
2	2	0	0	4/4	2	2	1/4	1/4	1		2	50	38
2	2	0	0	4/4	1	2	1/4	1/4	1		-1	65	28
2	2	0	0	4/4	2	1	1/4	1/4	1		-1	65	31
2	2	0	0	4/4	1	1	1/8	1/8	1		3	69	23
2	2	1/8	1/8	4/4	1	1	1/8	1/8	1		5	71	24
2	2	1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	39
2	2	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	32
2	2	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	29
2	2	1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	25
2	2	3/8	3/8	4/4	2	2	1/8	1/8	1		-1	53	40
2	2	1/2	1/2	4/4	2	2	1/2	1/2	1		1	55	41
2	2	1/2	1/2	4/4	2	1	1/8	1/8	1		2	62	33
2	2	1/2	1/2	4/4	1	2	1/2	1/2	1		1	67	30
2	2	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	26
2	2	5/8	5/8	4/4	2	1	1/8	1/8	1		4	64	34
2	2	3/4	3/4	4/4	2	1	1/8	1/8	1		-1	65	35
2	2	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	27
2	2	7/8	7/8	4/4	2	1	1/16	1/16	1		1	67	36
2	2	15/16	15/16	4/4	2	1	1/16	1/16	1		-1	65	37
3	3	0	0	4/4	2	2	1/2	1/2	1		0	48	52
3	3	0	0	4/4	2	1	1/2	1/2	1		4	64	49
3	3	0	0	4/4	1	2	1/2	1/2	1		1	67	45
3	3	0	0	4/4	1	1	1/2	1/2	1		0	72	42
3	3	1/2	1/2	4/4	2	2	1/4	1/4	1		1	55	53
3	3	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	50
3	3	1/2	1/2	4/4	1	2	1/8	1/8	1		1	67	46
3	3	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	43
3	3	5/8	5/8	4/4	1	2	1/8	1/8	1		-1	65	47
3	3	3/4	3/4	4/4	2	2	1/4	1/4	1		8	56	54
3	3	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	51
3	3	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	48
3	3	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76	44
4	4	0	0	4/4	2	1	1/2	1/2	1		3	57	62
4	4	0	0	4/4	2	2	1/2	1/2	1		3	57	65
4	4	0	0	4/4	1	2	1/2	1/2	1		4	64	59
4	4	0	0	4/4	1	1	1/2	1/2	1		0	72	55
4	4	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	66
4	4	1/2	1/2	4/4	2	1	1/4	1/4	1		1	55	63
4	4	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	60
4	4	1/2	1/2	4/4	1	1	1/8	1/8	1		5	71	56
4	4	5/8	5/8	4/4	1	1	1/8	1/8	1		0	72	57
4	4	3/4	3/4	4/4	2	2	1/8	1/8	1		5	47	67
4	4	3/4	3/4	4/4	2	1	1/4	1/4	1		1	55	64
4	4	3/4	3/4	4/4	1	2	1/4	1/4	1		2	62	61
4	4	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	58
4	4	7/8	7/8	4/4	2	2	1/8	1/8	1		0	48	68
5	5	0	0	4/4	2	2	1/2	1/2	1		2	50	78
5	5	0	0	4/4	2	1	1/2	1/2	1		6	54	75
5	5	0	0	4/4	1	2	1/2	1/2	1		2	62	72
5	5	0	0	4/4	1	1	1/2	1/2	1		3	69	69
5	5	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	79
5	5	1/2	1/2	4/4	2	1	1/4	1/4	1		6	54	76
5	5	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	73
5	5	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	70
5	5	3/4	3/4	4/4	2	2	1/4	1/4	1	1	4	52	80
5	5	3/4	3/4	4/4	2	1	1/4	1/4	1	1	1	55	77
5	5	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	74
5	5	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	71
6	6	0	0	4/4	2	2	1/8	1/8	1	-1	4	52	100
6	6	0	0	4/4	2	1	1/8	1/8	1	-1	1	55	92
6	6	0	0	4/4	1	2	1/8	1/8	1		4	64	86
6	6	0	0	4/4	1	1	1/4	1/4	1		0	72	81
6	6	1/8	1/8	4/4	2	2	1/8	1/8	1		6	54	101
6	6	1/8	1/8	4/4	2	1	1/8	1/8	1		3	57	93
6	6	1/8	1/8	4/4	1	2	1/8	1/8	1	1	2	62	87
6	6	1/4	1/4	4/4	2	2	1/8	1/8	1		1	55	102
6	6	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59	94
6	6	1/4	1/4	4/4	1	2	1/8	1/8	1	-1	2	62	88
6	6	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	82
6	6	3/8	3/8	4/4	2	2	1/8	1/8	1		5	47	103
6	6	3/8	3/8	4/4	2	1	1/8	1/8	1		2	62	95
6	6	3/8	3/8	4/4	1	2	1/8	1/8	1		1	67	89
6	6	1/2	1/2	4/4	2	2	1/8	1/8	1		0	48	104
6	6	1/2	1/2	4/4	2	1	1/4	1/4	1		4	64	96
6	6	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	90
6	6	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	83
6	6	5/8	5/8	4/4	2	2	1/8	1/8	1		3	45	105
6	6	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	106
6	6	3/4	3/4	4/4	2	1	1/16	1/16	1		3	57	97
6	6	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	91
6	6	3/4	3/4	4/4	1	1	3/16	1/8	3/2		3	69	84
6	6	13/16	13/16	4/4	2	1	1/16	1/16	1		5	59	98
6	6	7/8	7/8	4/4	2	1	1/8	1/8	1		0	60	99
6	6	15/16	15/16	4/4	1	1	1/16	1/16	1		1	67	85
7	7	0	0	4/4	2	2	1/2	1/2	1		1	43	118
7	7	0	0	4/4	2	1	1/2	1/2	1		5	59	115
7	7	0	0	4/4	1	2	1/2	1/2	1		2	62	110
7	7	0	0	4/4	1	1	1/2	1/2	1		1	67	107
7	7	1/2	1/2	4/4	2	2	1/8	1/8	1		4	52	119
7	7	1/2	1/2	4/4	2	1	1/4	1/4	1		1	55	116
7	7	1/2	1/2	4/4	1	2	1/8	1/8	1		1	67	111
7	7	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	108
7	7	5/8	5/8	4/4	2	2	1/8	1/8	1		2	50	120
7	7	5/8	5/8	4/4	1	2	1/8	1/8	1		-1	65	112
7	7	3/4	3/4	4/4	2	2	1/8	1/8	1		4	52	121
7	7	3/4	3/4	4/4	2	1	1/4	1/4	1		4	64	117
7	7	3/4	3/4	4/4	1	2	1/8	1/8	1		1	67	113
7	7	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	109
7	7	7/8	7/8	4/4	2	2	1/8	1/8	1		6	54	122
7	7	7/8	7/8	4/4	1	2	1/8	1/8	1		3	69	114
